M
耀	-8.47651676173
蘄	-14.3722960587
涉	-10.5600933886
谈	-8.34522308412
伊	-8.02184673736
預	-10.9383088542
洞	-9.54799034279
咣	-15.0654432393
猢	-12.8682186619
媧	-13.8126802708
礦	-8.99470551126
鶩	-13.8126802708
缪	-11.7512572346
河	-7.14445202235
临	-9.04078572479
吸	-8.94514582031
娼	-15.0654432393
线	-7.75589625753
談	-8.34522308412
反	-7.75288974116
牌	-9.66051613765
雏	-11.715539152
姑	-8.38145670698
織	-7.49345478988
遠	-7.47156539465
卢	-9.42531079168
知	-7.31568983298
除	-9.78223951052
緩	-10.0220181223
彪	-11.1634705697
歲	-10.5656335689
闹	-9.44142573307
廿	-12.3573930382
覆	-9.20181206366
閎	-14.6599781312
应	-7.20603008456
檜	-12.0209208015
儡	-13.1936410624
崩	-10.2212561528
芬	-9.48006899565
冶	-9.1891089994
骼	-11.7512572346
赉	-12.8682186619
鍍	-15.7585904198
湟	-15.7585904198
瑣	-14.3722960587
鏢	-10.9383088542
峨	-14.3722960587
括	-11.2926823012
棰	-15.7585904198
滴	-10.2905302787
须	-9.8184191671
孽	-11.8667701217
鹿	-9.15058979452
沉	-9.0903621714
贈	-12.2322298952
上	-6.82743499004
后	-7.65026812965
碑	-11.3159391633
餐	-10.549104267
怖	-10.0382786432
蒙	-7.75556175343
邡	-15.0654432393
憫	-12.6675479665
枯	-11.3765637851
伴	-11.4018815931
离	-8.07656890899
羿	-13.4560053268
浈	-15.7585904198
釋	-9.92377968276
壑	-12.4263859096
祐	-13.4560053268
罔	-11.5538978004
櫝	-14.6599781312
譜	-9.93850748947
号	-8.91804389053
灶	-11.7332387291
姻	-11.1141995207
忿	-12.7140679821
节	-8.51364887348
袆	-15.7585904198
厌	-10.8313367347
钎	-12.9253770758
紓	-12.9860016976
茗	-11.9744007859
褛	-14.3722960587
倡	-11.2368018428
熠	-11.6314560348
锣	-10.3879523917
鬧	-9.44142573307
稽	-10.8757884972
拂	-10.7087344126
克	-5.82132965718
坏	-9.84508741418
胖	-10.1564715989
賞	-9.99968864594
几	-6.99594439018
筧	-15.7585904198
巨	-9.38527063024
腫	-9.97169303845
赳	-12.1476725072
齿	-10.1601684608
萄	-7.88537336496
挖	-13.27368377
嚣	-11.339749812
符	-9.81055543064
披	-11.3765637851
蜮	-13.1195330902
褲	-12.1476725072
锺	-13.0505402187
所	-6.37724225095
摄	-11.2477309133
凍	-10.7281524984
灌	-10.8910559694
兢	-9.73031189959
学	-4.87875237898
翩	-11.0490602185
臭	-11.3518711726
诱	-13.1936410624
践	-10.6526449459
嫻	-12.0950287737
标	-8.23295044478
予	-10.3604277183
越	-8.85083514084
琏	-11.1838794413
馒	-14.6599781312
岔	-10.9383088542
耗	-10.7023446145
訛	-11.4819243008
谟	-10.6834166046
匡	-10.2134129753
弩	-10.5382345947
誰	-11.0951513257
洵	-13.8126802708
貴	-7.99259734041
隸	-8.67436399772
颼	-11.95192793
懂	-10.838609494
毆	-15.0654432393
轉	-8.3934102938
配	-9.64934283705
秒	-11.5538978004
菖	-13.1936410624
江	-5.94957839551
连	-7.15046023341
遷	-10.5382345947
相	-6.82005877114
驻	-11.1838794413
好	-7.61246090979
鱿	-12.3912945898
撅	-15.7585904198
溉	-12.2032423583
嘎	-10.7957457896
窑	-10.9464060644
或	-9.53007941623
垣	-10.6526449459
钥	-12.7628581463
簪	-13.5613658425
斯	-5.47848314929
澳	-9.85869306624
鐺	-12.9253770758
綿	-9.63829300087
鸾	-12.5004938818
仉	-15.0654432393
煌	-10.1864363876
筐	-14.6599781312
曙	-9.49519215723
乞	-12.539714595
婦	-9.73031189959
绩	-11.2477309133
普	-7.68176438852
諱	-11.7882985063
寻	-9.26786688532
飽	-10.102598609
會	-5.03585180993
侈	-9.9809380966
册	-10.1166833489
階	-6.53533382258
缓	-10.0220181223
講	-9.81316981121
榜	-10.3424900176
负	-9.2663505848
疤	-15.7585904198
羨	-10.8607506199
樱	-10.9879057954
记	-7.66880124403
庾	-12.3573930382
泊	-9.34185813731
遍	-9.6560318252
問	-8.5396807122
盎	-11.5244839152
当	-6.78169649215
叠	-9.63829300087
督	-7.31246367684
郢	-15.7585904198
髦	-13.8126802708
荫	-10.7216378174
酷	-11.8667701217
矸	-13.5613658425
舄	-13.6791488781
箕	-14.6599781312
攖	-13.9668309506
挚	-14.3722960587
閡	-15.0654432393
傣	-11.5538978004
座	-8.97866851235
撫	-9.3616607646
梳	-12.8682186619
帼	-12.0697109657
窿	-13.360695147
餾	-11.2368018428
胃	-12.4263859096
案	-9.04078572479
癌	-11.1634705697
聘	-8.70846789955
鑠	-13.5613658425
鉤	-13.27368377
秩	-12.7140679821
慮	-10.8607506199
诵	-12.7140679821
當	-6.78169649215
釹	-15.7585904198
峻	-10.2905302787
獺	-14.6599781312
祾	-15.7585904198
螂	-12.1750714814
變	-7.79235064326
岐	-11.8267647871
溜	-9.52614240327
訟	-10.0750106525
璠	-15.0654432393
連	-7.15046023341
天	-5.92767356012
札	-11.715539152
洱	-11.6477165556
缽	-12.2620828584
麼	-7.24600784096
淆	-12.1476725072
呋	-12.7628581463
燎	-13.27368377
鵑	-8.96512428724
習	-8.54777196635
晗	-12.0209208015
汛	-13.27368377
機	-6.51297943376
灣	-7.72493199193
勤	-9.2483320793
葫	-10.374095357
鯪	-13.360695147
曬	-11.1238614316
良	-7.52190509711
泰	-8.10083514868
陷	-10.2696526937
兹	-8.8183679507
综	-10.2821268679
驿	-12.6675479665
茄	-11.6477165556
窕	-13.360695147
搖	-8.01445379219
戚	-11.1634705697
钡	-12.8682186619
斫	-14.6599781312
綻	-12.8141514407
鈺	-9.7207194999
弼	-9.99026942402
过	-7.51504491189
結	-7.65600399443
答	-9.77213841453
婪	-14.3722960587
執	-9.38356559999
瑶	-9.38356559999
巻	-13.6791488781
牺	-11.1238614316
寿	-8.27759825695
蚂	-11.9299490233
麒	-10.9302766825
贛	-11.1838794413
丝	-8.27590859166
澜	-10.4753866911
吡	-13.360695147
別	-7.61652713671
昭	-8.5739612671
亲	-8.52153139369
樵	-14.1491525074
瀹	-15.7585904198
總	-7.34342995397
墾	-13.1195330902
泆	-13.5613658425
降	-9.06526675155
协	-7.55528639302
绒	-10.9464060644
驕	-11.7882985063
浛	-13.5613658425
離	-8.07656890899
古	-6.60217838987
姨	-9.33372139591
柬	-13.1936410624
药	-7.7892326778
幽	-10.8533156414
翼	-9.03837026468
极	-7.60208019374
殉	-12.7628581463
計	-6.64553217065
禕	-11.4411023063
些	-8.93857405514
愚	-12.6675479665
劣	-10.7749837981
產	-4.98856976742
暫	-14.6599781312
礪	-13.6791488781
悯	-12.6675479665
丰	-8.64219627573
檳	-11.5244839152
贲	-12.9253770758
券	-8.63411215733
尼	-6.33249371496
資	-6.30475500028
雋	-11.8667701217
郏	-15.7585904198
忑	-10.8607506199
髓	-10.8987780155
艘	-15.7585904198
燥	-11.3641412651
彦	-8.4042280894
篩	-13.360695147
奪	-8.97526521921
据	-7.29458705692
鏹	-15.7585904198
签	-11.8073467012
辆	-11.5100951778
瘋	-10.7749837981
和	-5.53908847256
瀏	-13.4560053268
庐	-12.0697109657
折	-8.97753279388
蠟	-11.4819243008
鈣	-10.9302766825
炤	-15.0654432393
窨	-12.1210042601
漱	-11.058110054
袴	-14.3722960587
宾	-9.00632004368
證	-7.68956109104
槊	-13.0505402187
偏	-10.6771860548
緒	-8.70155343812
湛	-9.90351849762
诞	-9.98403887427
因	-8.15220303005
闢	-10.611095943
虫	-8.83890656997
擬	-10.346944368
聯	-6.77778900625
詳	-11.7696063733
卹	-11.6477165556
狸	-11.058110054
顿	-9.28624412532
蜀	-11.1046300697
悅	-9.62736393034
檉	-15.7585904198
锌	-11.7332387291
鼐	-11.3641412651
芙	-10.5768068695
供	-8.92879668231
貝	-8.08862842434
樞	-9.13187267057
琢	-12.1476725072
枫	-11.5100951778
估	-11.0400915485
谲	-13.8126802708
阶	-6.53533382258
禿	-10.9144033334
杀	-9.5765055131
韋	-9.75223726022
响	-8.39151335994
界	-6.65050428188
量	-8.35796984245
罐	-11.0312026011
壕	-14.6599781312
拙	-14.1491525074
赜	-13.8126802708
盡	-8.4730838713
靠	-9.43962230607
扮	-11.5538978004
汲	-13.5613658425
嗷	-12.1476725072
忻	-12.7628581463
姿	-10.0350053179
蒂	-8.35919233649
洇	-15.7585904198
看	-10.2252009311
銎	-15.0654432393
徐	-10.5063169918
蔗	-12.3573930382
掘	-11.2477309133
輛	-11.5100951778
倥	-12.5805365895
娩	-13.4560053268
搭	-10.8607506199
辰	-9.70180640659
爹	-14.3722960587
簽	-11.8073467012
擂	-13.1936410624
敗	-8.4703460188
潛	-8.68024884026
胚	-11.95192793
埠	-10.7749837981
铢	-11.3765637851
凤	-7.59521910336
寨	-9.88929350668
飪	-15.7585904198
旬	-13.1195330902
乱	-8.40358849871
長	-13.5613658425
饿	-12.9253770758
箍	-10.611095943
崎	-9.08150695857
逐	-8.85083514084
阔	-9.93259031244
趙	-10.1202357505
漚	-15.7585904198
焦	-10.9879057954
閩	-11.8667701217
溯	-11.6642458576
贮	-11.9299490233
茲	-8.8183679507
尸	-10.527481803
皿	-15.7585904198
桀	-12.7628581463
賃	-13.1195330902
俅	-13.8126802708
苇	-12.0697109657
穌	-13.0505402187
凑	-12.8141514407
淙	-13.360695147
佚	-15.7585904198
孢	-12.2620828584
翥	-13.0505402187
鹤	-8.59619292246
坪	-11.0312026011
语	-8.52875164167
浮	-10.0750106525
鷹	-11.3518711726
僻	-11.7512572346
囿	-13.6791488781
弥	-8.13592646849
纤	-9.14520620144
鈧	-13.27368377
璨	-13.360695147
朵	-10.9627998742
紹	-8.46217715104
鲸	-11.058110054
喾	-15.7585904198
毂	-10.8987780155
轅	-11.5842031499
蕉	-10.7281524984
魍	-13.360695147
晟	-9.96253266905
牧	-8.15021594544
哨	-12.6230962039
衫	-10.0448576143
韪	-13.8126802708
櫬	-15.7585904198
惰	-14.6599781312
葳	-14.3722960587
更	-9.10443789964
驷	-10.1864363876
狼	-9.95949776536
梁	-9.07899123397
溅	-13.8126802708
窍	-10.768157833
導	-6.3524365842
划	-7.64217334702
栖	-9.23944313188
渚	-12.2322298952
芝	-9.92085997265
搞	-14.3722960587
麥	-8.87410376778
钩	-13.27368377
榫	-15.0654432393
瘪	-14.3722960587
瞿	-14.1491525074
鐾	-14.6599781312
跃	-8.37646605408
仅	-8.10747024412
菇	-12.0450183531
效	-7.86352692173
僑	-10.6052988253
赘	-15.7585904198
荜	-14.1491525074
婢	-12.3573930382
绥	-11.2926823012
噪	-11.0312026011
諭	-11.7696063733
俯	-13.9668309506
胱	-11.3765637851
击	-7.25813655241
瑾	-10.6896862176
侄	-14.1491525074
指	-8.27309881179
肆	-12.5805365895
蚊	-12.8141514407
完	-9.70180640659
謗	-12.8141514407
脛	-11.8073467012
堡	-9.76462899251
鴣	-12.9860016976
帥	-9.82105421474
群	-8.13984804215
吩	-15.7585904198
爽	-10.8241164867
葉	-7.69963040205
奋	-8.84485306916
驍	-11.95192793
陕	-12.4627535538
束	-10.0382786432
忤	-15.0654432393
郦	-15.0654432393
雪	-7.21495005839
软	-9.13452519202
柴	-11.0490602185
魷	-12.3912945898
屹	-12.0209208015
殁	-15.7585904198
言	-6.0413119708
涅	-9.44142573307
谄	-15.0654432393
枉	-10.8027633622
禍	-10.1166833489
頌	-10.2134129753
玑	-11.4018815931
鈐	-13.8126802708
儒	-9.59527561578
欖	-9.90065726534
辙	-15.0654432393
膝	-11.9299490233
傧	-15.0654432393
脲	-14.3722960587
常	-5.50815003024
值	-8.15071234654
姍	-9.59949503133
发	-6.27799392921
奢	-11.4278570795
卦	-10.5010950478
矩	-10.8833930966
陨	-15.7585904198
啪	-11.143469903
潮	-9.2306325022
菱	-11.6314560348
勻	-12.292854517
哿	-15.0654432393
睾	-12.6675479665
程	-7.02822320813
薊	-12.9860016976
醒	-9.99026942402
伙	-8.00196708528
嬡	-15.7585904198
窠	-13.8126802708
鸣	-9.32244005145
粤	-10.064858281
圩	-13.360695147
芰	-15.7585904198
家	-5.05719034815
嶺	-9.19755975392
乃	-8.85283714351
揆	-15.7585904198
蝉	-11.6642458576
屏	-11.0672425376
翎	-12.8682186619
噓	-12.6230962039
燒	-9.57857376617
镕	-10.7818566774
付	-9.64269829434
扛	-15.7585904198
跚	-15.7585904198
峤	-13.9668309506
詫	-12.8682186619
闪	-9.41295405899
擴	-10.7887771202
顷	-12.6675479665
役	-10.5115663477
绸	-9.70650125089
鉻	-13.6791488781
兽	-11.2152956375
鑿	-11.8667701217
謀	-8.02797635375
沅	-9.3633288217
暉	-9.88647263034
蜈	-14.1491525074
碍	-10.0548079452
餌	-15.7585904198
錐	-9.4288695143
倒	-9.18491025286
肝	-10.1096161817
琪	-10.2291613323
涯	-10.8169479972
玻	-10.5656335689
儼	-15.7585904198
獐	-15.0654432393
韓	-10.4804757606
畔	-13.6791488781
湮	-15.7585904198
英	-7.09573965598
究	-6.57469669786
叻	-15.7585904198
都	-7.77174551866
百	-5.71895614761
袂	-12.9253770758
丙	-9.62954020976
鄧	-11.8873894089
嘩	-11.0857615854
亮	-9.33859549167
縹	-11.9744007859
佃	-12.0209208015
棂	-13.6791488781
拆	-11.8465674144
擊	-7.25813655241
額	-8.41970228598
绎	-10.2173268747
鉑	-14.6599781312
楗	-13.8126802708
論	-7.42700417619
俘	-12.7628581463
賚	-12.8682186619
飢	-11.4018815931
